Type;Author Name;Album Name;Song Name;Punteggio;Analizzata;Recomended;Loreto;Buona;Soft;Vivace;Molto Viv;Camera;Car;Lenta;Country;Strumentale;Classica;Lirica;Live;Discreta;Undefined;Avoid it;Confusionaria;Song Size
Classica;Dvorak Antonin;I Maestri della Musica III-03;03-Danze Slave OP.46 N.3 in LAb+;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.381.539
Classica;Dvorak Antonin;I Maestri della Musica III-03;04-Danze Slave OP.46 N.5 in LA+;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.405.423
Classica;Dvorak Antonin;I Maestri della Musica III-03;05-Serenata in MI+ OP.22 per Archi Moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.374.492
Classica;Dvorak Antonin;I Maestri della Musica III-03;06-Serenata in MI+ OP.22 per Archi Tempo de valse;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 8.637.691
Classica;Dvorak Antonin;I Maestri della Musica III-03;07-Serenata in MI+ OP.22 per Archi Scherzo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.580.338
Classica;Dvorak Antonin;I Maestri della Musica III-03;08-Serenata in MI+ OP.22 per Archi Larghetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.684.380
Classica;Dvorak Antonin;I Maestri della Musica III-03;09-Serenata in MI+ OP.22 per Archi Finale;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.897.118
Classica;Dvorak Antonin;I Maestri della Musica III-04;01-Sinfonia N.9 in MIm Op.95 ' dal Nuovo Mondo' - Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 12.741.185
Classica;Dvorak Antonin;I Maestri della Musica III-04;02-Sinfonia N.9 in MIm Op.95 ' dal Nuovo Mondo' - Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 13.922.682
Classica;Dvorak Antonin;I Maestri della Musica III-04;03-Sinfonia N.9 in MIm Op.95 ' dal Nuovo Mondo' - Molto vivace;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 9.998.748
Classica;Dvorak Antonin;I Maestri della Musica III-04;04-Sinfonia N.9 in MIm Op.95 ' dal Nuovo Mondo' - Allegro con fuoco;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 15.382.200
Classica;Dvorak Antonin;I Maestri della Musica III-04;05-Scherzo capriccioso Op.66;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 16.549.265
Classica;Franck Cesar;I Maestri della Musica III-01;01-Sinfonia in REm - Allegro ma non troppo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 21.278.284
Classica;Franck Cesar;I Maestri della Musica III-01;02-Sinfonia in REm - Allegretto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 14.954.038
Classica;Franck Cesar;I Maestri della Musica III-01;03-Sinfonia in REm - Allegro ma non troppo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 14.385.231
Classica;Franck Cesar;I Maestri della Musica III-01;04-Variazioni sinfoniche per Pianoforte ed Orchestra;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 22.102.431
Classica;Geminiani Francesco;I Maestri della Musica I-01;06-Concerto Grosso in SOLm, Op 3, N 2 - Largo e staccato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 6.898.511
Classica;Geminiani Francesco;I Maestri della Musica I-01;07-Concerto Grosso in SOLm, Op 3, N 2 - Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.829.760
Classica;Geminiani Francesco;I Maestri della Musica I-01;08-Concerto Grosso in SOLm, Op 3, N 2 - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.964.352
Classica;Grieg Edvard;I Maestri della Musica III-10;01-'Peer Gynt' Suite 1 Op.46 - Il mattino;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.809.555
Classica;Grieg Edvard;I Maestri della Musica III-10;02-'Peer Gynt' Suite 1 Op.46 - La morte di Aase;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.550.121
Classica;Grieg Edvard;I Maestri della Musica III-10;03-'Peer Gynt' Suite 1 Op.46 - La danza di Anitra;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.533.934
Classica;Grieg Edvard;I Maestri della Musica III-10;04-'Peer Gynt' Suite 1 Op.46 - Nell'anno del Re della montagna;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.924.912
Classica;Grieg Edvard;I Maestri della Musica III-10;05-'Peer Gynt' Suite 2 Op.55 - Rapimento e lamento di Ingrid;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.737.801
Classica;Grieg Edvard;I Maestri della Musica III-10;06-'Peer Gynt' Suite 2 Op.55 - Danza araba;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 6.194.364
Classica;Grieg Edvard;I Maestri della Musica III-10;07-'Peer Gynt' Suite 2 Op.55 - Il ritorno di Peer Gynt;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.348.743
Classica;Grieg Edvard;I Maestri della Musica III-10;08-'Peer Gynt' Suite 2 Op.55 - Canzone di Solveig;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.623.120
Classica;Grieg Edvard;I Maestri della Musica III-10;09-'Sigurd Jorsalfar' suite, Op.56 - Preludio Nella sala del Re;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.690.915
Classica;Grieg Edvard;I Maestri della Musica III-10;10-'Sigurd Jorsalfar' suite, Op.56 - Intermezzo_ Sogno di Borghild;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.499.433
Classica;Grieg Edvard;I Maestri della Musica III-10;11-'Sigurd Jorsalfar' suite, Op.56 - Marcia;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 12.252.300
Classica;Handel George Frideric;I Maestri della Musica I-09;01-Concerto Grosso No.4 in FA+, Op.3 Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.891.776
Classica;Handel George Frideric;I Maestri della Musica I-09;02-Concerto Grosso No.4 in FA+, Op.3 Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.805.290
Classica;Handel George Frideric;I Maestri della Musica I-09;03-Concerto Grosso No.4 in FA+, Op.3 Largo 2;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.251.648
Classica;Handel George Frideric;I Maestri della Musica I-09;04-Concerto Grosso No.4 in FA+, Op.3 Allegro 2;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.490.368
Classica;Handel George Frideric;I Maestri della Musica I-09;05-Concerto Grosso No.10 in REm, Op.6 Ouverture Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.385.088
Classica;Handel George Frideric;I Maestri della Musica I-09;06-Concerto Grosso No.10 in REm, Op.6 Aria;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.435.392
Classica;Handel George Frideric;I Maestri della Musica I-09;07-Concerto Grosso No.10 in REm, Op.6 Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.174.976
Classica;Handel George Frideric;I Maestri della Musica I-09;08-Concerto Grosso No.10 in REm, Op.6 Allegro 2;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.673.536
Classica;Handel George Frideric;I Maestri della Musica I-09;09-Concerto Grosso No.10 in REm, Op.6 Allegro moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.404.352
Classica;Handel George Frideric;I Maestri della Musica I-09;10-Concerto Grosso in DO+, _Alexander's Feast_ Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.394.432
Classica;Handel George Frideric;I Maestri della Musica I-09;11-Concerto Grosso in DO+, _Alexander's Feast_ Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.879.488
Classica;Handel George Frideric;I Maestri della Musica I-09;12-Concerto Grosso in DO+, _Alexander's Feast_ Allegro 2;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.890.624
Classica;Handel George Frideric;I Maestri della Musica I-09;13-Concerto Grosso in DO+, _Alexander's Feast_ Andante;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.579.328
Classica;Handel George Frideric;I Maestri della Musica I-09;14-Concerto Grosso No.4 in LAm, Op.6 Arghetto affettuoso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.534.272
Classica;Handel George Frideric;I Maestri della Musica I-09;15-Concerto Grosso No.4 in LAm, Op.6 Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.752.269
Classica;Handel George Frideric;I Maestri della Musica I-09;16-Concerto Grosso No.4 in LAm, Op.6 Largo e piano;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.440.640
Classica;Handel George Frideric;I Maestri della Musica I-09;17-Concerto Grosso No.4 in LAm, Op.6 Allegro 2;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.788.800
Classica;Handel George Frideric;I Maestri della Musica I-10;01-Concerto per Organo ed Orchestra n 8 in LA+ - Overture;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.470.718
Classica;Handel George Frideric;I Maestri della Musica I-10;02-Concerto per Organo ed Orchestra n 8 in LA+ - A tempo ordinario;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.633.874
Classica;Handel George Frideric;I Maestri della Musica I-10;03-Concerto per Organo ed Orchestra n 8 in LA+ - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.412.433
Classica;Handel George Frideric;I Maestri della Musica I-10;04-Concerto per Organo ed Orchestra n 9 in Sib+ - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 6.733.382
Classica;Handel George Frideric;I Maestri della Musica I-10;05-Concerto per Organo ed Orchestra n 9 in Sib+ - Spiritoso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.178.992
Classica;Handel George Frideric;I Maestri della Musica I-10;06-Concerto per Organo ed Orchestra n 9 in Sib+ - Minuetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.350.158
Classica;Handel George Frideric;I Maestri della Musica I-10;07-Concerto per Organo ed Orchestra n 10 in RE- - Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.061.877
Classica;Handel George Frideric;I Maestri della Musica I-10;08-Concerto per Organo ed Orchestra n 10 in RE- - Allegro così così;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.351.000
Classica;Handel George Frideric;I Maestri della Musica I-10;09-Concerto per Organo ed Orchestra n 10 in RE- - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 6.493.277
Classica;Handel George Frideric;I Maestri della Musica I-10;10-Concerto per Organo ed Orchestra n 13 HVW 295 in FA+ - Larghetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.733.852
Classica;Handel George Frideric;I Maestri della Musica I-10;11-Concerto per Organo ed Orchestra n 13 HVW 295 in FA+ - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.715.639
Classica;Handel George Frideric;I Maestri della Musica I-10;12-Concerto per Organo ed Orchestra n 13 HVW 295 in FA+ - Larghetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.414.869
Classica;Handel George Frideric;I Maestri della Musica I-10;13-Concerto per Organo ed Orchestra n 13 HVW 295 in FA+ - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.034.153
Classica;Handel George Frideric;I Maestri della Musica I-10;14-Concerto per Oboe ed Orchestra HVW 302 in Sib+ - Vivace;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.224.711
Classica;Handel George Frideric;I Maestri della Musica I-10;15-Concerto per Oboe ed Orchestra HVW 302 in Sib+ - Fuga - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.224.714
Classica;Handel George Frideric;I Maestri della Musica I-10;16-Concerto per Oboe ed Orchestra HVW 302 in Sib+ - Andante;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.025.210
Classica;Handel George Frideric;I Maestri della Musica I-10;17-Concerto per Oboe ed Orchestra HVW 302 in Sib+ - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.140.260
Classica;Handel George Frideric;I Maestri della Musica I-10;18-Concerto per Oboe ed Orchestra HVW 301 in Sib+ - Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.691.370
Classica;Handel George Frideric;I Maestri della Musica I-10;19-Concerto per Oboe ed Orchestra HVW 301 in Sib+ - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.799.334
Classica;Handel George Frideric;I Maestri della Musica I-10;20-Concerto per Oboe ed Orchestra HVW 301 in Sib+ - Siciliana - Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.821.302
Classica;Handel George Frideric;I Maestri della Musica I-10;21-Concerto per Oboe ed Orchestra HVW 301 in Sib+ - Vivace;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.512.177
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;01-Quartetto per chitarra ed archi in RE+ Op.2, No.2 Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.866.916
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;02-Quartetto per chitarra ed archi in RE+ Op.2, No.2 Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 10.528.207
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;03-Quartetto per chitarra ed archi in RE+ Op.2, No.2 Minuetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.550.369
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;04-Quartetto per chitarra ed archi in RE+ Op.2, No.2 Pretso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.784.798
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;05-Quartetto per archi in SIb+ Op.103 Andante grazioso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.445.912
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;06-Quartetto per archi in SIb+ Op.103 Minuetto ma non troppo presto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.470.227
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;07-Quartetto per archi in RE+ Op.64, No.5 Allegro moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.234.810
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;08-Quartetto per archi in RE+ Op.64, No.5 Adagio cantabile;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.582.095
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;09-Quartetto per archi in RE+ Op.64, No.5 Minuetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.015.058
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;10-Quartetto per archi in RE+ Op.64, No.5 Finale;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.805.220
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;11-Quartetto per archi in DO+ Op.20, No.2 Moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 9.554.114
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;12-Quartetto per archi in DO+ Op.20, No.2 Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 9.477.093
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;13-Quartetto per archi in DO+ Op.20, No.2 Minuetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.455.517
Classica;Haydn Franz Joseph;I Maestri della Musica I-20;14-Quartetto per archi in DO+ Op.20, No.2 Fuga;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.263.339
Classica;Haydn Joseph;I Maestri della Musica I-18;01-Concerto in DO+ per violoncello e orchestra - Moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 11.759.616
Classica;Haydn Joseph;I Maestri della Musica I-18;02-Concerto in DO+ per violoncello e orchestra - Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 8.892.416
Classica;Haydn Joseph;I Maestri della Musica I-18;03-Concerto in DO+ per violoncello e orchestra - Allegro molto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 8.663.860
Classica;Haydn Joseph;I Maestri della Musica I-18;04-Concerto in DO+ per piano e orchestra - Moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 10.981.376
Classica;Haydn Joseph;I Maestri della Musica I-18;05-Concerto in DO+ per piano e orchestra - Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 9.564.160
Classica;Haydn Joseph;I Maestri della Musica I-18;06-Concerto in DO+ per piano e orchestra - Allegro molto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.419.584
Classica;Haydn Joseph;I Maestri della Musica I-18;07-Concerto in DO+ per violín e orchestra - Allegro moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 11.702.272
Classica;Haydn Joseph;I Maestri della Musica I-18;08-Concerto in DO+ per piano e orchestra - Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.545.984
Classica;Haydn Joseph;I Maestri della Musica I-18;09-Concerto in DO+ per piano e orchestra - Finale;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.193.728
Classica;Haydn Joseph;I Maestri della Musica I-19;01-Sinfonia n 103 in MIb+ _rullo di timpani_ Adagio, Allegro Con Spirito;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 9.998.336
Classica;Haydn Joseph;I Maestri della Musica I-19;02-Sinfonia n 103 in MIb+ _rullo di timpani_ Andante Più Tosto Allegretto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 12.931.827
Classica;Haydn Joseph;I Maestri della Musica I-19;03-Sinfonia n 103 in MIb+ _rullo di timpani_ Menuetto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.536.640
Classica;Haydn Joseph;I Maestri della Musica I-19;04-Sinfonia n 103 in MIb+ _rullo di timpani_ Allegro Con Spirito;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.618.560
Classica;Haydn Joseph;I Maestri della Musica I-19;05-Sinfonia n 92 in SOL+ _Oxford_ Adagio Allegro Spiritoso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 8.671.232
Classica;Haydn Joseph;I Maestri della Musica I-19;06-Sinfonia n 92 in SOL+ _Oxford_ Adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 10.801.152
Classica;Haydn Joseph;I Maestri della Musica I-19;07-Sinfonia n 92 in SOL+ _Oxford_ Menuet;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.688.192
Classica;Haydn Joseph;I Maestri della Musica I-19;08-Sinfonia n 92 in SOL+ _Oxford_ Allegro Final;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.713.222
Classica;Janacek Leos;I Maestri della Musica III-21;01-Janacek - Taras Bulba La morte di Abdrej;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 11.951.417
Classica;Janacek Leos;I Maestri della Musica III-21;02-Janacek - Taras Bulba La morte di Ostapov;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.061.004
Classica;Janacek Leos;I Maestri della Musica III-21;03-Janacek - Taras Bulba Profezia e morte di Taras Bulba;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 13.145.650
Classica;Kodaly Zoltan;I Maestri della Musica III-21;05-Kodali - Variazioni su un tema popolare ungherese;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 32.914.260
Classica;Liszt Franz;I Maestri della Musica II-25;01-Concerto N.1 per Pianoforte ed Orchestra in MIb+ - Allegro maestoso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 7.105.233
Classica;Liszt Franz;I Maestri della Musica II-25;01-I Preludi;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 22.378.806
Classica;Liszt Franz;I Maestri della Musica II-25;02-Concerto N.1 per Pianoforte ed Orchestra in MIb+ - Quasi adagio;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.886.283
Classica;Liszt Franz;I Maestri della Musica II-25;02-Prometeo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 16.942.455
Classica;Liszt Franz;I Maestri della Musica II-25;03-Concerto N.1 per Pianoforte ed Orchestra in MIb+ - Allegretto vivace-Allegro animato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 5.948.796
Classica;Liszt Franz;I Maestri della Musica II-25;03-Orfeo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 12.775.557
Classica;Liszt Franz;I Maestri della Musica II-25;04-Concerto N.1 per Pianoforte ed Orchestra in MIb+ - Allegro marziale animato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 6.215.171
Classica;Liszt Franz;I Maestri della Musica II-25;04-Tasso, lamento e trionfo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 26.795.160
Classica;Liszt Franz;I Maestri della Musica II-25;05-Concerto N.2 per Pianoforte ed Orchestra in LAm - Adagio sostenuto-Allegro agitato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 9.667.043
Classica;Liszt Franz;I Maestri della Musica II-25;06-Concerto N.2 per Pianoforte ed Orchestra in LAm - Allegro moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 6.480.735
Classica;Liszt Franz;I Maestri della Musica II-25;07-Concerto N.2 per Pianoforte ed Orchestra in LAm - Allegro deciso-Marziale,un poco meno allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 8.975.965
Classica;Liszt Franz;I Maestri della Musica II-25;08-Concerto N.2 per Pianoforte ed Orchestra in LAm - Allegro animato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 2.560.283
Classica;Mahler Gustav;I Maestri della Musica III-11;01-Sinfonía N.4 in SOL+. - Recht gemachlich;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 24.041.100
Classica;Mahler Gustav;I Maestri della Musica III-11;02-Sinfonía N.4 in SOL+. - In gemachlicher Bewegung;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 11.756.089
Classica;Mahler Gustav;I Maestri della Musica III-11;03-Sinfonía N.4 in SOL+. - Ruhevoll;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 26.969.251
Classica;Mahler Gustav;I Maestri della Musica III-11;04-Sinfonía N.4 in SOL+. - Sehr behaglich;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 12.531.547
Classica;Mahler Gustav;I Maestri della Musica III-12;01-Sinfonia N.7 in MIm - Langsam - Adagio - Allegro risoluto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 33.128.240
Classica;Mahler Gustav;I Maestri della Musica III-12;02-Sinfonia N.7 in MIm - Nachtmusik I - Allegro moderato;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 20.484.937
Classica;Mahler Gustav;I Maestri della Musica III-12;03-Sinfonia N.7 in MIm - Fliessend, aber nicht schnell (Schattenhaft);385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 13.137.703
Classica;Mahler Gustav;I Maestri della Musica III-12;04-Sinfonia N.7 in MIm - Nachtmusik II - Andante amoroso;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 19.308.295
Classica;Mahler Gustav;I Maestri della Musica III-12;05-Sinfonia N.7 in MIm - Rondò - Finale Tempo II Allegro moderato ma energico;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 25.000.730
Classica;Manfredini Francesco;I Maestri della Musica I-01;13-Concerto Grosso  in RE+, Op 3, N 9 - Adagio, presto;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.231.650
Classica;Manfredini Francesco;I Maestri della Musica I-01;14-Concerto Grosso  in RE+, Op 3, N 9 - Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 4.587.520
Classica;Manfredini Francesco;I Maestri della Musica I-01;15-Concerto Grosso  in RE+, Op 3, N 9 - Allegro;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.514.368
Classica;Marcello Benedetto;I Maestri della Musica I-01;09-Concerto Grosso in FA+, Op 1, N 4 - Largo;385;x;x;.;B;S;.;.;.;.;.;.;x;x;.;.;.;.;.;.;bytes 3.657.728
